time_start,client1,client2,time_end
420547.0,12,8,420548.0
420552.0,10,8,420553.0
420553.0,10,8,420554.0
420605.0,14,8,420868.0
420903.0,14,8,420929.0
420963.0,14,29,420964.0
420964.0,14,8,420965.0
420965.0,14,8,421078.0
422619.0,14,8,422620.0
428081.0,29,8,428082.0
429918.0,6,5,430028.0
431776.0,5,33,431777.0
431777.0,5,33,431778.0
431778.0,5,33,431779.0
431779.0,5,33,431780.0
431780.0,5,33,431781.0
431781.0,5,33,431782.0
452142.0,0,19,452143.0
452143.0,0,19,452144.0
452144.0,0,19,452254.0
453526.0,0,19,453527.0
491399.0,34,6,491400.0
500448.0,13,0,500449.0
500640.0,6,5,500641.0
500919.0,13,0,500920.0
500940.0,13,0,500941.0
501427.0,6,5,501428.0
501958.0,6,5,501959.0
506138.0,6,5,506139.0
506144.0,6,5,506145.0
506949.0,6,5,508388.0
507171.0,26,12,507172.0
507173.0,26,12,507174.0
507176.0,26,12,507177.0
507178.0,26,12,507179.0
507181.0,26,12,507182.0
508413.0,6,5,508414.0
508419.0,6,5,508420.0
509506.0,21,12,509507.0
509508.0,21,12,509509.0
509510.0,21,12,509511.0
509513.0,21,12,509514.0
509515.0,21,12,509516.0
509997.0,6,5,509998.0
510150.0,6,5,510151.0
510350.0,6,5,510351.0
510671.0,14,12,510672.0
510699.0,14,12,510700.0
510721.0,14,12,510722.0
510744.0,14,12,510745.0
510766.0,14,12,510767.0
510801.0,6,5,510802.0
510817.0,6,5,510818.0
511060.0,6,5,512936.0
512138.0,33,2,512440.0
583416.0,13,0,583417.0
583419.0,13,0,583420.0
583445.0,13,0,583446.0
583471.0,13,0,583472.0
583481.0,13,0,583482.0
583483.0,13,0,583484.0
668637.0,0,19,668638.0
668895.0,0,19,668896.0
675755.0,0,19,675756.0
675938.0,0,19,675939.0
796659.0,0,19,796810.0
798487.0,0,19,799638.0
799638.0,0,19,799703.0
801006.0,0,19,801007.0
801007.0,0,19,801538.0
801538.0,0,19,802419.0
802419.0,0,19,804218.0
808738.0,0,19,809618.0
809618.0,0,19,809619.0
814378.0,0,19,814379.0
815057.0,0,19,815058.0
815058.0,0,19,815938.0
815938.0,0,19,816818.0
816818.0,0,19,817739.0
817739.0,0,19,818619.0
818619.0,0,19,819539.0
819539.0,0,19,820419.0
820419.0,0,19,821222.0
821222.0,0,19,822219.0
822219.0,0,19,823179.0
823179.0,0,19,824019.0
824019.0,0,19,824939.0
824939.0,0,19,825819.0
825819.0,0,19,826741.0
826741.0,0,19,827552.0
827552.0,0,19,828539.0
828539.0,0,19,829325.0
829325.0,0,19,830339.0
830339.0,0,19,831277.0
831277.0,0,19,831499.0
831499.0,0,19,831699.0
831699.0,0,19,831700.0
832140.0,0,19,832141.0
833018.0,0,19,833019.0
836409.0,13,0,836410.0
837522.0,13,0,837721.0
838818.0,13,0,838819.0
838819.0,13,0,838820.0
842054.0,13,0,842180.0
843591.0,13,0,843592.0
843592.0,13,0,845417.0
844992.0,26,22,844993.0
845011.0,26,22,845012.0
845021.0,26,22,845022.0
845165.0,26,22,845166.0
845180.0,26,22,845181.0
845417.0,13,0,846463.0
846463.0,13,0,847016.0
847016.0,13,0,848088.0
847017.0,13,3,847594.0
847159.0,3,0,847382.0
847382.0,3,0,847835.0
847874.0,13,3,847875.0
847875.0,13,3,847876.0
848088.0,13,0,849233.0
848288.0,3,0,848289.0
848289.0,3,0,849405.0
848874.0,13,3,849413.0
849233.0,13,0,849475.0
849405.0,3,0,849406.0
849475.0,13,0,849476.0
850763.0,13,0,851626.0
851947.0,13,0,851948.0
851948.0,13,0,852841.0
852841.0,13,0,852842.0
853341.0,13,0,854336.0
854336.0,13,0,855229.0
854457.0,6,5,856367.0
855350.0,13,0,855643.0
855699.0,13,0,855700.0
855700.0,13,0,855921.0
855921.0,13,0,856578.0
856391.0,6,5,856392.0
856392.0,6,5,856393.0
856578.0,13,0,857123.0
856753.0,6,5,857257.0
857123.0,13,0,857124.0
857257.0,6,5,857302.0
882023.0,0,19,882033.0
882780.0,0,19,882781.0
882781.0,0,19,882782.0
883878.0,0,19,883879.0
884898.0,0,19,884899.0
884899.0,0,19,885332.0
885332.0,0,19,885333.0
885714.0,0,19,886197.0
887391.0,0,19,887906.0
899191.0,0,19,900505.0
901643.0,0,19,901644.0
901644.0,0,19,903450.0
903450.0,0,19,905603.0
905603.0,0,19,906658.0
906658.0,0,19,909172.0
909172.0,0,19,911033.0
911033.0,0,19,911867.0
918790.0,0,19,918951.0
918951.0,0,19,919232.0
919232.0,0,19,919371.0
919371.0,0,19,919372.0
919757.0,0,19,919758.0
920146.0,0,19,920147.0
920147.0,0,19,920281.0
920281.0,0,19,920785.0
920785.0,0,19,920786.0
921630.0,0,19,921631.0
924140.0,21,22,924141.0
924147.0,21,22,924148.0
924154.0,21,22,924155.0
924161.0,21,22,924162.0
924168.0,21,22,924169.0
929730.0,13,0,930635.0
930922.0,13,0,930923.0
930923.0,13,0,931200.0
931200.0,13,0,932206.0
932206.0,13,0,932207.0
932620.0,33,2,932621.0
932621.0,33,2,932622.0
932999.0,13,0,936013.0
933271.0,33,2,933599.0
933599.0,33,2,933601.0
933680.0,33,2,933681.0
933681.0,33,2,933682.0
934650.0,2,22,934651.0
934651.0,2,22,934652.0
935120.0,33,2,935121.0
935564.0,3,0,935822.0
936128.0,13,0,936129.0
936129.0,13,0,936130.0
936261.0,3,0,936262.0
936262.0,3,0,936617.0
936617.0,3,0,936618.0
937374.0,13,0,937485.0
937618.0,3,0,937619.0
938441.0,33,2,938442.0
938442.0,33,2,938900.0
938582.0,13,0,938583.0
938583.0,13,0,941233.0
938723.0,3,0,938724.0
938724.0,3,0,941425.0
938900.0,33,2,939570.0
939570.0,33,2,941010.0
941010.0,33,2,941011.0
941233.0,13,0,941858.0
941425.0,3,0,942001.0
941574.0,13,3,942250.0
941858.0,13,0,942172.0
942001.0,3,0,943332.0
942172.0,13,0,942173.0
942617.0,13,0,942618.0
943005.0,13,0,943286.0
943332.0,3,0,943333.0
945213.0,17,5,945214.0
945214.0,17,5,945215.0
945534.0,17,31,945535.0
945535.0,17,31,945536.0
952808.0,21,12,953340.0
969112.0,0,19,969113.0
969113.0,0,19,969114.0
970701.0,0,19,971097.0
972294.0,0,19,972295.0
972426.0,0,19,972427.0
972427.0,0,19,972558.0
972558.0,0,19,973894.0
973894.0,0,19,974041.0
974041.0,0,19,974166.0
974166.0,0,19,974443.0
974443.0,0,19,974818.0
974818.0,0,19,974977.0
974977.0,0,19,975136.0
975136.0,0,19,975298.0
975298.0,0,19,975495.0
975495.0,0,19,976591.0
976591.0,0,19,978431.0
978431.0,0,19,978831.0
978831.0,0,19,978951.0
978951.0,0,19,981151.0
981151.0,0,19,981351.0
981351.0,0,19,981926.0
981926.0,0,19,984671.0
984671.0,0,19,985439.0
990127.0,0,19,990991.0
990991.0,0,19,990992.0
995471.0,0,19,995472.0
997311.0,0,19,997312.0
998191.0,0,19,998192.0
999125.0,0,19,999126.0
999126.0,0,19,1000910.0
1000910.0,0,19,1000911.0
1003630.0,0,19,1003631.0
1005110.0,8,30,1005111.0
1005111.0,8,30,1005112.0
1006270.0,0,19,1006271.0
1007192.0,0,19,1007193.0
1010936.0,2,8,1010937.0
1010937.0,2,8,1011471.0
1011471.0,2,8,1011624.0
1011624.0,2,8,1011625.0
1013228.0,13,0,1013229.0
1013229.0,13,0,1013230.0
1013267.0,18,2,1013312.0
1013668.0,18,2,1013669.0
1013669.0,18,2,1013873.0
1013873.0,18,2,1013874.0
1014156.0,18,2,1014460.0
1014460.0,18,2,1014599.0
1014599.0,18,2,1014909.0
1014864.0,13,0,1015433.0
1015433.0,13,0,1015569.0
1015477.0,18,2,1015478.0
1015496.0,38,9,1015497.0
1015499.0,38,9,1015500.0
1015502.0,38,9,1015949.0
1016335.0,18,2,1016336.0
1016336.0,18,2,1016749.0
1017304.0,28,29,1017313.0
1017517.0,13,0,1017787.0
1017679.0,38,9,1017680.0
1018250.0,2,11,1018251.0
1018251.0,2,11,1018956.0
1018437.0,13,0,1018624.0
1018956.0,2,11,1019817.0
1019243.0,13,0,1019244.0
1019244.0,13,0,1019245.0
1019817.0,2,11,1020718.0
1020266.0,13,0,1020267.0
1020384.0,13,0,1020385.0
1020429.0,13,0,1020430.0
1020705.0,13,0,1020905.0
1020718.0,2,11,1020719.0
1021114.0,13,0,1021333.0
1021486.0,14,29,1021487.0
1022138.0,14,29,1022139.0
1022177.0,14,29,1022178.0
1022212.0,13,0,1022213.0
1022213.0,13,0,1023045.0
1022803.0,14,29,1023061.0
1023045.0,13,0,1023046.0
1023837.0,13,0,1024015.0
1023931.0,14,8,1024302.0
1024015.0,13,0,1024060.0
1024247.0,7,14,1024248.0
1024248.0,7,14,1024896.0
1024297.0,14,34,1024356.0
1024302.0,14,8,1024303.0
1024302.0,8,34,1024457.0
1024327.0,7,34,1024328.0
1024328.0,7,34,1024841.0
1024332.0,7,8,1024333.0
1024333.0,7,8,1024631.0
1024468.0,14,34,1024469.0
1024469.0,14,34,1025020.0
1024478.0,14,8,1024479.0
1024537.0,14,30,1025220.0
1024578.0,7,30,1024579.0
1024579.0,7,30,1026932.0
1024621.0,8,30,1024800.0
1024631.0,7,8,1025097.0
1024701.0,14,12,1024747.0
1024722.0,13,0,1024723.0
1024723.0,12,8,1024724.0
1024723.0,13,0,1024906.0
1024748.0,12,30,1024749.0
1024762.0,12,30,1024763.0
1024778.0,4,34,1024779.0
1024779.0,4,34,1024780.0
1024783.0,4,14,1024784.0
1024784.0,4,14,1024785.0
1024841.0,7,34,1025062.0
1024871.0,8,34,1024872.0
1024896.0,7,14,1025139.0
1024906.0,13,0,1024907.0
1024934.0,7,21,1024960.0
1024935.0,8,21,1024969.0
1024969.0,8,21,1024972.0
1024989.0,8,21,1024990.0
1024990.0,8,21,1026447.0
1025020.0,14,34,1025577.0
1025062.0,7,34,1025212.0
1025063.0,21,34,1025064.0
1025064.0,21,34,1025337.0
1025086.0,7,21,1025087.0
1025097.0,7,8,1025540.0
1025135.0,7,23,1025136.0
1025135.0,8,23,1025136.0
1025136.0,7,23,1025451.0
1025136.0,8,23,1025514.0
1025139.0,7,14,1025140.0
1025176.0,14,23,1025177.0
1025212.0,7,34,1025580.0
1025219.0,14,8,1025220.0
1025222.0,7,29,1025484.0
1025222.0,14,29,1025537.0
1025223.0,8,34,1025224.0
1025224.0,8,34,1026631.0
1025312.0,21,29,1025339.0
1025337.0,21,34,1027536.0
1025338.0,21,14,1025339.0
1025339.0,21,14,1026939.0
1025422.0,7,14,1025930.0
1025448.0,14,23,1025449.0
1025449.0,14,23,1025450.0
1025451.0,7,23,1025452.0
1025484.0,7,29,1025564.0
1025514.0,8,23,1025515.0
1025517.0,14,8,1025518.0
1025518.0,14,8,1025675.0
1025540.0,7,8,1025677.0
1025577.0,14,34,1025735.0
1025580.0,7,34,1025737.0
1025675.0,14,8,1026086.0
1025677.0,7,8,1025987.0
1025735.0,14,34,1026282.0
1025737.0,7,34,1026008.0
1025769.0,13,0,1026106.0
1025930.0,7,14,1025931.0
1025955.0,7,29,1025956.0
1025987.0,7,8,1026267.0
1026008.0,7,34,1026288.0
1026066.0,7,14,1026067.0
1026086.0,14,8,1026261.0
1026106.0,13,0,1026338.0
1026139.0,28,7,1026140.0
1026139.0,28,29,1026140.0
1026140.0,28,7,1026202.0
1026140.0,28,29,1027084.0
1026202.0,28,7,1027175.0
1026261.0,14,8,1027813.0
1026267.0,7,8,1027826.0
1026282.0,14,34,1026283.0
1026284.0,14,23,1026537.0
1026288.0,7,34,1026412.0
1026294.0,7,23,1026546.0
1026308.0,8,23,1026632.0
1026412.0,7,34,1026563.0
1026447.0,8,21,1027915.0
1026449.0,7,21,1026450.0
1026450.0,7,21,1026657.0
1026469.0,7,14,1026470.0
1026470.0,7,14,1027090.0
1026501.0,7,29,1026502.0
1026502.0,7,29,1026894.0
1026563.0,7,34,1026916.0
1026570.0,14,29,1026571.0
1026571.0,14,29,1026572.0
1026617.0,13,0,1026618.0
1026618.0,13,0,1027601.0
1026631.0,8,34,1028018.0
1026657.0,7,21,1026843.0
1026676.0,7,23,1026677.0
1026714.0,8,23,1026715.0
1026715.0,8,23,1027885.0
1026843.0,7,21,1026844.0
1026894.0,14,34,1026895.0
1026894.0,7,29,1027452.0
1026896.0,21,23,1026897.0
1026897.0,21,23,1029204.0
1026916.0,7,34,1027061.0
1026932.0,7,30,1027088.0
1026939.0,21,14,1026940.0
1026940.0,14,30,1027296.0
1027061.0,7,34,1027473.0
1027063.0,14,23,1027064.0
1027064.0,14,23,1027270.0
1027067.0,21,30,1027068.0
1027068.0,21,30,1027695.0
1027084.0,28,29,1030084.0
1027088.0,7,30,1027503.0
1027090.0,7,14,1027507.0
1027104.0,28,30,1027107.0
1027138.0,28,34,1027139.0
1027139.0,28,21,1027140.0
1027140.0,28,21,1027141.0
1027159.0,7,21,1027399.0
1027161.0,28,20,1027162.0
1027163.0,7,20,1027507.0
1027175.0,28,7,1027415.0
1027260.0,20,34,1027261.0
1027261.0,20,34,1027543.0
1027270.0,14,23,1027438.0
1027271.0,7,23,1027272.0
1027272.0,7,23,1027424.0
1027297.0,20,29,1027298.0
1027298.0,20,29,1027299.0
1027329.0,20,30,1027330.0
1027330.0,20,30,1027668.0
1027353.0,21,14,1027695.0
1027365.0,20,14,1028152.0
1027399.0,7,21,1027507.0
1027415.0,28,7,1027416.0
1027424.0,7,23,1027783.0
1027427.0,20,23,1027428.0
1027428.0,20,23,1027429.0
1027438.0,14,23,1027839.0
1027452.0,7,29,1027907.0
1027459.0,14,29,1027460.0
1027464.0,20,29,1027465.0
1027473.0,7,34,1027474.0
1027480.0,14,34,1027481.0
1027481.0,14,34,1028016.0
1027503.0,7,30,1027804.0
1027506.0,14,30,1027507.0
1027507.0,14,30,1027870.0
1027536.0,21,34,1028292.0
1027543.0,20,34,1028491.0
1027601.0,13,0,1028517.0
1027665.0,8,30,1027666.0
1027666.0,8,30,1027667.0
1027668.0,20,30,1029154.0
1027695.0,21,30,1029610.0
1027783.0,7,23,1028139.0
1027804.0,7,30,1027805.0
1027813.0,14,8,1028253.0
1027826.0,7,8,1028218.0
1027834.0,14,29,1027835.0
1027835.0,14,29,1028194.0
1027839.0,14,23,1028143.0
1027870.0,14,30,1028357.0
1027885.0,8,23,1029099.0
1027907.0,7,29,1028167.0
1027915.0,8,21,1028286.0
1027970.0,7,34,1027971.0
1028016.0,14,34,1028250.0
1028018.0,8,34,1028019.0
1028097.0,7,14,1028098.0
1028098.0,7,14,1028244.0
1028127.0,7,21,1028266.0
1028136.0,4,14,1028138.0
1028139.0,7,23,1028140.0
1028140.0,21,14,1028145.0
1028143.0,14,23,1028987.0
1028145.0,4,29,1028146.0
1028167.0,7,29,1028544.0
1028194.0,14,29,1028495.0
1028215.0,7,34,1028216.0
1028216.0,7,34,1028468.0
1028218.0,7,8,1029103.0
1028220.0,4,7,1028221.0
1028244.0,7,14,1029029.0
1028250.0,14,34,1028516.0
1028253.0,14,8,1029102.0
1028266.0,21,29,1028267.0
1028266.0,7,21,1028628.0
1028267.0,21,29,1028681.0
1028292.0,21,34,1028293.0
1028301.0,20,29,1028302.0
1028302.0,20,29,1028303.0
1028346.0,7,20,1028543.0
1028348.0,20,14,1028349.0
1028349.0,20,14,1029623.0
1028357.0,14,30,1028630.0
1028367.0,7,30,1028618.0
1028385.0,20,23,1028462.0
1028468.0,7,34,1028877.0
1028491.0,20,34,1028492.0
1028495.0,14,29,1028739.0
1028516.0,14,34,1029013.0
1028517.0,13,0,1029432.0
1028544.0,7,29,1028680.0
1028545.0,7,23,1028797.0
1028618.0,21,34,1028619.0
1028628.0,7,21,1028704.0
1028630.0,14,30,1028850.0
1028680.0,7,29,1029626.0
1028681.0,21,29,1028888.0
1028739.0,14,29,1029621.0
1028771.0,7,30,1028772.0
1028772.0,7,30,1028924.0
1028797.0,7,23,1029092.0
1028850.0,14,30,1029377.0
1028877.0,7,34,1028878.0
1028888.0,21,29,1029660.0
1028924.0,7,30,1029150.0
1028987.0,14,23,1028988.0
1029013.0,14,34,1029239.0
1029029.0,7,14,1029030.0
1029092.0,7,23,1029164.0
1029099.0,8,23,1030057.0
1029102.0,14,8,1029103.0
1029103.0,7,8,1029104.0
1029113.0,7,20,1029114.0
1029150.0,7,30,1029151.0
1029154.0,20,30,1029155.0
1029158.0,7,21,1029493.0
1029213.0,7,14,1029399.0
1029239.0,14,34,1029599.0
1029240.0,7,34,1029241.0
1029249.0,20,23,1029250.0
1029250.0,20,23,1030421.0
1029330.0,7,30,1029331.0
1029367.0,7,23,1029368.0
1029368.0,7,23,1029901.0
1029377.0,14,30,1029753.0
1029399.0,7,14,1029400.0
1029432.0,13,0,1029433.0
1029475.0,7,20,1029476.0
1029493.0,7,21,1029582.0
1029495.0,14,23,1029617.0
1029543.0,7,34,1029544.0
1029544.0,7,34,1029788.0
1029566.0,7,30,1029567.0
1029567.0,7,30,1029755.0
1029599.0,14,34,1029600.0
1029604.0,7,14,1029605.0
1029621.0,14,29,1029622.0
1029623.0,20,14,1029624.0
1029626.0,7,29,1030074.0
1029629.0,7,20,1029630.0
1029630.0,7,20,1029857.0
1029634.0,21,14,1029635.0
1029635.0,21,14,1029636.0
1029660.0,21,29,1029661.0
1029753.0,14,30,1029754.0
1029755.0,7,30,1029756.0
1029788.0,7,34,1029789.0
1029822.0,14,8,1030797.0
1029825.0,7,8,1030273.0
1029827.0,20,29,1029828.0
1029836.0,20,34,1029837.0
1029873.0,7,30,1029874.0
1029873.0,14,30,1030796.0
1029876.0,8,30,1030207.0
1029898.0,14,23,1029899.0
1029899.0,14,23,1029900.0
1029901.0,7,23,1030127.0
1029965.0,14,28,1030213.0
1029967.0,28,34,1030109.0
1029991.0,28,30,1029992.0
1029999.0,28,8,1030109.0
1030050.0,34,30,1030339.0
1030057.0,8,23,1031454.0
1030058.0,28,23,1030059.0
1030068.0,14,23,1030275.0
1030074.0,7,29,1030593.0
1030116.0,34,23,1030117.0
1030117.0,34,23,1030118.0
1030124.0,14,29,1030125.0
1030127.0,7,23,1030429.0
1030138.0,34,29,1030139.0
1030139.0,34,29,1030657.0
1030156.0,13,0,1030314.0
1030218.0,7,14,1030219.0
1030219.0,7,14,1030635.0
1030235.0,8,30,1030236.0
1030268.0,7,20,1030269.0
1030273.0,7,8,1030676.0
1030301.0,14,28,1030346.0
1030397.0,13,0,1030398.0
1030398.0,13,0,1030399.0
1030421.0,20,23,1031257.0
1030426.0,14,23,1030427.0
1030427.0,14,23,1030864.0
1030429.0,7,23,1030430.0
1030486.0,34,23,1030563.0
1030569.0,7,30,1030670.0
1030593.0,7,29,1030733.0
1030635.0,7,14,1030800.0
1030657.0,34,29,1030877.0
1030660.0,20,29,1030661.0
1030676.0,7,8,1030988.0
1030732.0,7,30,1030733.0
1030733.0,7,29,1030734.0
1030733.0,7,30,1030870.0
1030795.0,13,0,1030796.0
1030800.0,7,14,1031045.0
1030832.0,20,14,1031276.0
1030835.0,34,30,1031043.0
1030877.0,34,29,1030878.0
1030888.0,7,23,1031045.0
1030908.0,7,20,1031045.0
1030946.0,34,23,1030947.0
1030947.0,34,23,1030948.0
1031016.0,20,30,1031152.0
1031044.0,13,0,1031235.0
1031242.0,13,0,1031243.0
1031243.0,13,0,1031244.0
1031276.0,20,14,1031404.0
1031454.0,8,23,1032344.0
1031792.0,15,16,1032152.0
1031904.0,13,0,1032130.0
1032084.0,17,14,1032409.0
1032099.0,33,17,1032100.0
1032100.0,33,17,1034732.0
1032110.0,14,16,1032111.0
1032111.0,14,16,1032112.0
1032124.0,33,16,1032125.0
1032125.0,33,16,1032214.0
1032128.0,33,14,1032129.0
1032130.0,13,0,1032138.0
1032173.0,33,15,1032228.0
1032193.0,15,16,1032194.0
1032205.0,17,16,1032206.0
1032214.0,33,16,1032839.0
1032369.0,17,15,1032370.0
1032370.0,17,15,1032418.0
1032839.0,33,16,1033989.0
1032867.0,15,16,1032868.0
1032868.0,15,16,1032869.0
1032938.0,33,15,1032939.0
1032939.0,33,15,1033043.0
1032998.0,17,20,1032999.0
1033012.0,13,0,1033013.0
1033043.0,33,15,1033539.0
1033147.0,15,16,1033148.0
1033197.0,14,16,1033198.0
1033197.0,17,20,1033198.0
1033197.0,14,15,1033276.0
1033198.0,17,20,1033199.0
1033324.0,15,16,1033325.0
1033325.0,15,16,1033988.0
1033396.0,14,16,1033397.0
1033415.0,7,20,1033416.0
1033416.0,7,20,1033417.0
1033539.0,33,15,1033986.0
1033568.0,33,14,1033569.0
1033569.0,33,14,1034441.0
1033570.0,33,7,1033571.0
1033571.0,33,7,1033843.0
1033655.0,14,15,1033656.0
1033656.0,14,15,1034405.0
1033764.0,7,15,1033765.0
1033765.0,7,15,1033898.0
1033807.0,7,14,1033808.0
1033808.0,7,14,1033809.0
1033836.0,14,16,1033837.0
1033843.0,33,7,1033992.0
1033869.0,7,16,1033870.0
1033870.0,7,16,1034283.0
1033898.0,7,15,1034317.0
1033986.0,33,15,1033987.0
1033988.0,15,16,1033989.0
1033989.0,33,16,1034506.0
1033992.0,33,7,1035492.0
1034191.0,28,23,1034192.0
1034283.0,7,16,1034284.0
1034287.0,7,14,1034370.0
1034317.0,7,15,1036437.0
1034405.0,14,15,1037317.0
1034407.0,14,16,1034408.0
1034408.0,14,16,1035623.0
1034441.0,33,14,1034442.0
1034506.0,33,16,1035737.0
1034732.0,33,17,1034733.0
1034914.0,33,14,1035008.0
1035492.0,33,7,1035782.0
1035558.0,7,14,1035559.0
1035559.0,7,14,1035560.0
1035623.0,14,16,1035753.0
1035673.0,33,14,1035674.0
1035674.0,33,14,1035675.0
1035709.0,7,16,1035779.0
1035737.0,33,16,1036403.0
1035753.0,14,16,1035754.0
1035782.0,33,7,1036359.0
1036341.0,17,20,1036342.0
1036359.0,33,7,1036360.0
1036391.0,7,16,1036392.0
1036392.0,7,16,1036586.0
1036403.0,33,16,1036602.0
1036405.0,33,34,1036406.0
1036406.0,33,34,1036407.0
1036414.0,33,15,1036503.0
1036422.0,34,16,1036423.0
1036423.0,34,16,1036424.0
1036437.0,7,15,1036438.0
1036464.0,7,34,1036549.0
1036479.0,17,15,1036480.0
1036494.0,33,17,1036503.0
1036583.0,34,17,1036584.0
1036584.0,34,17,1036585.0
1036593.0,7,14,1036688.0
1036599.0,33,14,1036833.0
1036602.0,33,16,1036788.0
1036666.0,14,16,1036667.0
1036788.0,33,16,1037534.0
1036833.0,33,14,1036862.0
1037038.0,33,14,1037039.0
1037317.0,14,15,1037318.0
1037421.0,14,16,1037422.0
1037534.0,33,16,1037622.0
1037622.0,33,16,1037623.0
1039525.0,21,14,1039860.0
1039538.0,14,3,1039819.0
1039760.0,3,21,1040176.0
1040176.0,3,21,1040177.0
1040498.0,3,21,1040930.0
1040809.0,14,3,1041072.0
1040965.0,21,14,1041011.0
1041055.0,3,21,1041056.0
1041056.0,3,21,1041193.0
1041362.0,3,21,1041363.0
1041363.0,3,21,1041364.0
1041519.0,14,3,1041878.0
1041594.0,21,14,1041994.0
1041878.0,14,3,1042221.0
1042269.0,21,14,1042270.0
1042270.0,21,14,1042271.0
1042381.0,3,21,1042839.0
1042561.0,14,3,1042842.0
1042581.0,21,14,1042877.0
1042997.0,14,3,1042998.0
1043114.0,21,14,1043664.0
1043229.0,3,21,1043230.0
1043230.0,3,21,1043611.0
1043611.0,3,21,1044277.0
1043767.0,14,3,1044040.0
1044037.0,21,14,1044038.0
1044038.0,21,14,1044039.0
1044277.0,3,21,1044990.0
1044462.0,21,14,1044626.0
1044779.0,14,3,1044837.0
1044990.0,3,21,1044991.0
1045060.0,14,3,1045229.0
1045061.0,21,14,1045586.0
1045498.0,14,3,1045499.0
1045499.0,14,3,1045500.0
1045846.0,21,14,1045847.0
1045847.0,21,14,1045848.0
1045921.0,3,21,1046394.0
1046181.0,14,3,1046434.0
1046656.0,14,3,1046657.0
1046657.0,14,3,1046658.0
1047274.0,14,3,1047275.0
1047493.0,14,3,1047494.0
1053436.0,12,8,1053437.0
1058151.0,0,19,1059501.0
1059501.0,0,19,1060611.0
1060611.0,0,19,1061431.0
1061431.0,0,19,1063249.0
1063249.0,0,19,1066103.0
1066103.0,0,19,1067229.0
1067229.0,0,19,1069682.0
1069682.0,0,19,1070194.0
1070194.0,0,19,1071732.0
1071732.0,0,19,1072015.0
1072015.0,0,19,1074758.0
1074758.0,0,19,1075970.0
1075970.0,0,19,1078648.0
1078648.0,0,19,1079199.0
1079199.0,0,19,1082419.0
1082419.0,0,19,1082817.0
1082817.0,0,19,1083672.0
1083672.0,0,19,1084959.0
1096242.0,14,16,1096243.0
1096243.0,14,16,1096244.0
1096480.0,14,16,1097547.0
1098353.0,14,16,1098354.0
1098354.0,14,16,1098355.0
1098987.0,14,16,1099714.0
1099754.0,14,16,1099755.0
1099755.0,14,16,1099756.0
1100092.0,14,16,1100093.0
1100624.0,14,16,1100625.0
1100625.0,14,16,1101571.0
1100633.0,6,14,1101071.0
1100791.0,6,16,1100792.0
1100792.0,6,16,1100793.0
1101050.0,6,16,1101130.0
1101071.0,6,14,1101226.0
1101218.0,5,16,1101219.0
1101234.0,6,5,1101235.0
1101235.0,6,5,1101236.0
1101467.0,6,16,1101596.0
1101537.0,14,5,1101591.0
1101571.0,14,16,1101572.0
1101596.0,6,16,1101732.0
1101696.0,6,14,1101766.0
1101711.0,6,5,1102143.0
1101732.0,6,16,1101822.0
1101875.0,14,16,1102177.0
1101962.0,14,5,1101963.0
1102054.0,6,16,1102346.0
1102117.0,6,14,1102354.0
1102143.0,6,5,1102354.0
1102376.0,6,16,1102377.0
1102377.0,6,16,1102651.0
1102442.0,6,14,1102443.0
1102443.0,6,14,1102987.0
