time_start,client1,client2,time_end
1102497.0,14,16,1102543.0
1102651.0,6,16,1102652.0
1102987.0,6,14,1103257.0
1103077.0,14,16,1103384.0
1103252.0,6,16,1103597.0
1103257.0,6,14,1103541.0
1103541.0,6,14,1103542.0
1105771.0,14,16,1105772.0
1105772.0,14,16,1106134.0
1105934.0,6,14,1106046.0
1105956.0,6,16,1105957.0
1105957.0,6,16,1106312.0
1106134.0,14,16,1106135.0
1106218.0,13,0,1106219.0
1106312.0,6,16,1106313.0
1106435.0,6,14,1106620.0
1106620.0,6,14,1106930.0
1106862.0,13,0,1107706.0
1107042.0,6,16,1107164.0
1107070.0,6,14,1107071.0
1107071.0,6,14,1107243.0
1107153.0,13,3,1107284.0
1107243.0,6,14,1107581.0
1107581.0,6,14,1107867.0
1107629.0,3,0,1108223.0
1107701.0,13,3,1107702.0
1107702.0,13,3,1107703.0
1107983.0,13,0,1108643.0
1108430.0,3,0,1109097.0
1108441.0,13,3,1109140.0
1108643.0,13,0,1108842.0
1109108.0,3,0,1109109.0
1109109.0,3,0,1109668.0
1109140.0,13,3,1109202.0
1109167.0,14,16,1109447.0
1109370.0,13,3,1109371.0
1109371.0,13,3,1109372.0
1109668.0,3,0,1110605.0
1109678.0,13,0,1110115.0
1109955.0,14,16,1110045.0
1110115.0,13,0,1110403.0
1110311.0,13,3,1110312.0
1110391.0,14,16,1110651.0
1110403.0,13,0,1111603.0
1110605.0,3,0,1111811.0
1110638.0,14,12,1110639.0
1110639.0,14,12,1110640.0
1110645.0,12,16,1110646.0
1110648.0,12,16,1110649.0
1110676.0,12,16,1110677.0
1110703.0,12,16,1110704.0
1110904.0,21,16,1110905.0
1110905.0,21,16,1111270.0
1110910.0,21,14,1111295.0
1110927.0,14,16,1111270.0
1111202.0,13,3,1111203.0
1111203.0,13,3,1112028.0
1111270.0,21,16,1111271.0
1111302.0,11,16,1111303.0
1111303.0,11,16,1111304.0
1111305.0,11,21,1111306.0
1111306.0,11,21,1111307.0
1111520.0,11,16,1111834.0
1111603.0,13,0,1112145.0
1111668.0,11,21,1111916.0
1111702.0,21,16,1112046.0
1111811.0,3,0,1111812.0
1111916.0,11,21,1112009.0
1112028.0,13,3,1112029.0
1112062.0,21,16,1112063.0
1112063.0,21,16,1113674.0
1112074.0,26,16,1112075.0
1112077.0,26,16,1112078.0
1112094.0,21,26,1112095.0
1112095.0,21,26,1112105.0
1112194.0,13,0,1112741.0
1112232.0,11,14,1112233.0
1112233.0,11,14,1112234.0
1112292.0,3,0,1112293.0
1112421.0,11,16,1112422.0
1112422.0,11,16,1112423.0
1112500.0,11,14,1112762.0
1112557.0,14,16,1112558.0
1112558.0,14,16,1113117.0
1112693.0,3,0,1112694.0
1112741.0,13,0,1112962.0
1112762.0,11,14,1112817.0
1112817.0,11,21,1112818.0
1112818.0,11,21,1112819.0
1112962.0,13,0,1113662.0
1112979.0,13,3,1113566.0
1113102.0,3,0,1113103.0
1113103.0,3,0,1113576.0
1113117.0,14,16,1113766.0
1113138.0,11,14,1113404.0
1113189.0,11,29,1113348.0
1113334.0,11,16,1113596.0
1113496.0,21,29,1113688.0
1113512.0,11,29,1113618.0
1113525.0,11,21,1113733.0
1113576.0,3,0,1113577.0
1113662.0,13,0,1113850.0
1113674.0,21,16,1114383.0
1113685.0,11,14,1113779.0
1113686.0,11,16,1113731.0
1113733.0,11,21,1113778.0
1113766.0,14,16,1113767.0
1113850.0,13,0,1114660.0
1113852.0,13,3,1114565.0
1114381.0,3,0,1114382.0
1114385.0,21,14,1115048.0
1114565.0,13,3,1114660.0
1114995.0,3,0,1115370.0
1115301.0,6,14,1115463.0
1115370.0,3,0,1115937.0
1115463.0,6,14,1115464.0
1115463.0,14,5,1115478.0
1115569.0,6,5,1116357.0
1115615.0,13,3,1115616.0
1115616.0,13,3,1115617.0
1115638.0,6,14,1115639.0
1115738.0,13,0,1116611.0
1115814.0,6,14,1115815.0
1115937.0,3,0,1116093.0
1115978.0,6,14,1115979.0
1115979.0,6,14,1116357.0
1116230.0,3,0,1116231.0
1116231.0,3,0,1117136.0
1116425.0,13,3,1117599.0
1116572.0,6,14,1116573.0
1116573.0,6,14,1117147.0
1116611.0,13,0,1117599.0
1117136.0,3,0,1117696.0
1117147.0,6,14,1117789.0
1117696.0,3,0,1118666.0
1117789.0,6,14,1117790.0
1118227.0,13,0,1118228.0
1118228.0,13,0,1118529.0
1118529.0,13,0,1119418.0
1118666.0,3,0,1119184.0
1119184.0,3,0,1119833.0
1119418.0,13,0,1119419.0
1119690.0,13,0,1119691.0
1119789.0,13,3,1119790.0
1119790.0,13,3,1119791.0
1119833.0,3,0,1120575.0
1120165.0,13,0,1120167.0
1120434.0,13,0,1120436.0
1120575.0,3,0,1120576.0
1120580.0,13,3,1120583.0
1120608.0,13,0,1120609.0
1120925.0,13,0,1120926.0
1120926.0,13,0,1121096.0
1121072.0,3,0,1121625.0
1121096.0,13,0,1121482.0
1121365.0,6,5,1121366.0
1121484.0,6,5,1121485.0
1121749.0,13,3,1122082.0
1123024.0,3,0,1123025.0
1123025.0,3,0,1123403.0
1123403.0,3,0,1123404.0
1123919.0,3,0,1124157.0
1124157.0,3,0,1124158.0
1126358.0,3,0,1126359.0
1127291.0,3,0,1127292.0
1128600.0,3,0,1128601.0
1128601.0,3,0,1129055.0
1141581.0,0,19,1141582.0
1145628.0,0,19,1145770.0
1145770.0,0,19,1145963.0
1145963.0,0,19,1146095.0
1146095.0,0,19,1146248.0
1146373.0,0,19,1146374.0
1147387.0,0,19,1147388.0
1147388.0,0,19,1147389.0
1147519.0,0,19,1147990.0
1148285.0,0,19,1148286.0
1148286.0,0,19,1148778.0
1148778.0,0,19,1149233.0
1149233.0,0,19,1149350.0
1149350.0,0,19,1149813.0
1149813.0,0,19,1150220.0
1150220.0,0,19,1150465.0
1150465.0,0,19,1150628.0
1150628.0,0,19,1151894.0
1151894.0,0,19,1152279.0
1152279.0,0,19,1152280.0
1152422.0,0,19,1152423.0
1152746.0,0,19,1152747.0
1152747.0,0,19,1152907.0
1152907.0,0,19,1153052.0
1153052.0,0,19,1153189.0
1153189.0,0,19,1153327.0
1153327.0,0,19,1153688.0
1153688.0,0,19,1153833.0
1153833.0,0,19,1154037.0
1154037.0,0,19,1154038.0
1154183.0,0,19,1154184.0
1154621.0,0,19,1154622.0
1154622.0,0,19,1154796.0
1154796.0,0,19,1154797.0
1155066.0,0,19,1155067.0
1155528.0,0,19,1155529.0
1155529.0,0,19,1155664.0
1155664.0,0,19,1155907.0
1155907.0,0,19,1156382.0
1156382.0,0,19,1156549.0
1156549.0,0,19,1156828.0
1156828.0,0,19,1157286.0
1157286.0,0,19,1157449.0
1157449.0,0,19,1157674.0
1157674.0,0,19,1157830.0
1157830.0,0,19,1158134.0
1158134.0,0,19,1158267.0
1158267.0,0,19,1158455.0
1158455.0,0,19,1158456.0
1158587.0,0,19,1158588.0
1159106.0,0,19,1159107.0
1159107.0,0,19,1159266.0
1159266.0,0,19,1159547.0
1159547.0,0,19,1159548.0
1160085.0,0,19,1160086.0
1160341.0,0,19,1160342.0
1160342.0,0,19,1160476.0
1160476.0,0,19,1160937.0
1160937.0,0,19,1161069.0
1161069.0,0,19,1161297.0
1161297.0,0,19,1161777.0
1161777.0,0,19,1161956.0
1161956.0,0,19,1162186.0
1162186.0,0,19,1162636.0
1162636.0,0,19,1162766.0
1162766.0,0,19,1162907.0
1162907.0,0,19,1163178.0
1163178.0,0,19,1163540.0
1163540.0,0,19,1163541.0
1163678.0,0,19,1163679.0
1163803.0,0,19,1163804.0
1163804.0,0,19,1163947.0
1163947.0,0,19,1164202.0
1164202.0,0,19,1164507.0
1164507.0,0,19,1164646.0
1164646.0,0,19,1164869.0
1164869.0,0,19,1165039.0
1165039.0,0,19,1167254.0
1167254.0,0,19,1167387.0
1167387.0,0,19,1167511.0
1167511.0,0,19,1167667.0
1167667.0,0,19,1168267.0
1168267.0,0,19,1168395.0
1168395.0,0,19,1168396.0
1168550.0,0,19,1168551.0
1172801.0,0,19,1172802.0
1172802.0,0,19,1173073.0
1173073.0,0,19,1173474.0
1173474.0,0,19,1173602.0
1173602.0,0,19,1175389.0
1175389.0,0,19,1175729.0
1175729.0,0,19,1176373.0
1176373.0,0,19,1177023.0
1177023.0,0,19,1178205.0
1178205.0,0,19,1178448.0
1178448.0,0,19,1180082.0
1180082.0,0,19,1180261.0
1180261.0,0,19,1180535.0
1180535.0,0,19,1180536.0
1180668.0,0,19,1180669.0
1180826.0,0,19,1180827.0
1180827.0,0,19,1181060.0
1181060.0,0,19,1181189.0
1181189.0,0,19,1181190.0
1191471.0,0,19,1192113.0
1192487.0,0,19,1192488.0
1192488.0,0,19,1193202.0
1193202.0,0,19,1195658.0
1195658.0,0,19,1198043.0
1198043.0,0,19,1198044.0
1198710.0,0,19,1198711.0
1199685.0,0,19,1199686.0
1199686.0,0,19,1200347.0
1200347.0,0,19,1200348.0
1202657.0,0,19,1202658.0
1209330.0,3,0,1209331.0
1209331.0,3,0,1209332.0
1210639.0,3,0,1211318.0
1211188.0,13,0,1211189.0
1211318.0,3,0,1213023.0
1213023.0,3,0,1213024.0
1213552.0,3,0,1213852.0
1213953.0,3,0,1213954.0
1213954.0,3,0,1213955.0
1214668.0,3,0,1214811.0
1215111.0,3,0,1215574.0
1215574.0,3,0,1215672.0
1216551.0,3,0,1216552.0
1216552.0,3,0,1216553.0
1217056.0,3,0,1217619.0
1218400.0,3,0,1218401.0
1237354.0,0,19,1237355.0
1237355.0,0,19,1237890.0
1237890.0,0,19,1237891.0
1238457.0,0,19,1238655.0
1238655.0,0,19,1238656.0
1238784.0,0,19,1238785.0
1238913.0,0,19,1238914.0
1240702.0,0,19,1240703.0
1240703.0,0,19,1240704.0
1241206.0,0,19,1241207.0
1241487.0,0,19,1241676.0
1241743.0,0,19,1241744.0
1241744.0,0,19,1241745.0
1241894.0,0,19,1242214.0
1242214.0,0,19,1242444.0
1242444.0,0,19,1242513.0
1243735.0,0,19,1243879.0
1243879.0,0,19,1244276.0
1244572.0,0,19,1244704.0
1244704.0,0,19,1244908.0
1244908.0,0,19,1245031.0
1245031.0,0,19,1245218.0
1245486.0,0,19,1245808.0
1245808.0,0,19,1245940.0
1245940.0,0,19,1246113.0
1246330.0,0,19,1246450.0
1246450.0,0,19,1246586.0
1246586.0,0,19,1246819.0
1246819.0,0,19,1246971.0
1249059.0,0,19,1249060.0
1249218.0,0,19,1249219.0
1249219.0,0,19,1249444.0
1249444.0,0,19,1249578.0
1249578.0,0,19,1249579.0
1250927.0,0,19,1250928.0
1251064.0,0,19,1251065.0
1251514.0,0,19,1251515.0
1252687.0,0,19,1252828.0
1252828.0,0,19,1253069.0
1253069.0,0,19,1253197.0
1253197.0,0,19,1253277.0
1254557.0,0,19,1254637.0
1254768.0,0,19,1254890.0
1254890.0,0,19,1255016.0
1255016.0,0,19,1255132.0
1255407.0,0,19,1255408.0
1255408.0,0,19,1255566.0
1255566.0,0,19,1255806.0
1255806.0,0,19,1257938.0
1257938.0,0,19,1257939.0
1258142.0,0,19,1258266.0
1258266.0,0,19,1258461.0
1258461.0,0,19,1258593.0
1258593.0,0,19,1258789.0
1258979.0,0,19,1258980.0
1258980.0,0,19,1258981.0
1259116.0,0,19,1259437.0
1259437.0,0,19,1259588.0
1259959.0,0,19,1260287.0
1260287.0,0,19,1260418.0
1260418.0,0,19,1260515.0
1260805.0,0,19,1260929.0
1260929.0,0,19,1260930.0
1261070.0,0,19,1261071.0
1261203.0,0,19,1261204.0
1261204.0,0,19,1261332.0
1261332.0,0,19,1261415.0
1261649.0,0,19,1261779.0
1261779.0,0,19,1261900.0
1261900.0,0,19,1262111.0
1262111.0,0,19,1262314.0
1262546.0,0,19,1263088.0
1263088.0,0,19,1263283.0
1263488.0,0,19,1263629.0
1263629.0,0,19,1263870.0
1263870.0,0,19,1264003.0
1264003.0,0,19,1264114.0
1264462.0,0,19,1264920.0
1264920.0,0,19,1265070.0
1266128.0,0,19,1266555.0
1266555.0,0,19,1266681.0
1266681.0,0,19,1266796.0
1267138.0,0,19,1267139.0
1267139.0,0,19,1267273.0
1267273.0,0,19,1267398.0
1267398.0,0,19,1267536.0
1267536.0,0,19,1267537.0
1268052.0,0,19,1268376.0
1268376.0,0,19,1268628.0
1268628.0,0,19,1268680.0
1269032.0,0,19,1269367.0
1269367.0,0,19,1269515.0
1276099.0,0,19,1276328.0
1276328.0,0,19,1276687.0
1277210.0,0,19,1277211.0
1277211.0,0,19,1278036.0
1278036.0,0,19,1279034.0
1279034.0,0,19,1279035.0
1282353.0,0,19,1282354.0
1282586.0,0,19,1283767.0
1283767.0,0,19,1285288.0
1285288.0,0,19,1285289.0
1285565.0,0,19,1286317.0
1287043.0,0,19,1287044.0
1287044.0,0,19,1287364.0
1291885.0,0,19,1292765.0
1291922.0,6,5,1291923.0
1292765.0,0,19,1293885.0
1292827.0,6,5,1292828.0
1292871.0,6,5,1292872.0
1293885.0,0,19,1294460.0
1294460.0,0,19,1295415.0
1295325.0,6,5,1296435.0
1296435.0,6,5,1296588.0
1297121.0,6,5,1299861.0
1299885.0,6,5,1299886.0
1299886.0,6,5,1299887.0
1306686.0,6,5,1306687.0
1306687.0,6,5,1307227.0
1307227.0,6,5,1308037.0
1308037.0,6,5,1308038.0
1317585.0,0,19,1317867.0
1317867.0,0,19,1320416.0
1320416.0,0,19,1323336.0
1323336.0,0,19,1323337.0
1323487.0,0,19,1323610.0
1323610.0,0,19,1323968.0
1323968.0,0,19,1324117.0
1324509.0,0,19,1324644.0
1324644.0,0,19,1324767.0
1324767.0,0,19,1324992.0
1325186.0,0,19,1325414.0
1325414.0,0,19,1325884.0
1326094.0,0,19,1326095.0
1326095.0,0,19,1326096.0
1326222.0,0,19,1326487.0
1326487.0,0,19,1326784.0
1326980.0,0,19,1326981.0
1326981.0,0,19,1326982.0
1327129.0,0,19,1327130.0
1327368.0,0,19,1327369.0
1327502.0,0,19,1327503.0
1327715.0,0,19,1327716.0
1328929.0,0,19,1328930.0
1328930.0,0,19,1329290.0
1329290.0,0,19,1329291.0
1330616.0,0,19,1330756.0
1330756.0,0,19,1331109.0
1331109.0,0,19,1331261.0
1333289.0,0,19,1333433.0
1333433.0,0,19,1333567.0
1333567.0,0,19,1333716.0
1333716.0,0,19,1333978.0
1335060.0,0,19,1335289.0
1335289.0,0,19,1335431.0
1335431.0,0,19,1335556.0
1335556.0,0,19,1335686.0
1335686.0,0,19,1335840.0
1336019.0,0,19,1336146.0
1336146.0,0,19,1336614.0
1336925.0,0,19,1337047.0
1337047.0,0,19,1337295.0
1337295.0,0,19,1337429.0
1337429.0,0,19,1337590.0
1337592.0,0,19,1337593.0
1337593.0,0,19,1337594.0
1339607.0,0,19,1340008.0
1340008.0,0,19,1340265.0
1340596.0,0,19,1340597.0
1340597.0,0,19,1340598.0
1340752.0,0,19,1340928.0
1340928.0,0,19,1341243.0
1342382.0,0,19,1342728.0
1342728.0,0,19,1342914.0
1344975.0,0,19,1345221.0
1345221.0,0,19,1345360.0
1345360.0,0,19,1345488.0
1345488.0,0,19,1345617.0
1347768.0,0,19,1347769.0
1347897.0,0,19,1347898.0
1348140.0,0,19,1348141.0
1348141.0,0,19,1348273.0
1348273.0,0,19,1348318.0
1348433.0,0,19,1348434.0
1348434.0,0,19,1348659.0
1348659.0,0,19,1348793.0
1348793.0,0,19,1349009.0
1349009.0,0,19,1349166.0
1349166.0,0,19,1349167.0
1350482.0,0,19,1350607.0
1350607.0,0,19,1350730.0
1350730.0,0,19,1350860.0
1350860.0,0,19,1351216.0
1351216.0,0,19,1351217.0
1351451.0,0,19,1351452.0
1351577.0,0,19,1351578.0
1351578.0,0,19,1351714.0
1351714.0,0,19,1351715.0
1351839.0,0,19,1351840.0
1351919.0,0,19,1351920.0
1352048.0,0,19,1352049.0
1352228.0,0,19,1352357.0
1352357.0,0,19,1352671.0
1352671.0,0,19,1352822.0
1353128.0,0,19,1353268.0
1353268.0,0,19,1353269.0
1353511.0,0,19,1353512.0
1353633.0,0,19,1353634.0
1353634.0,0,19,1353786.0
1354006.0,0,19,1354442.0
1354442.0,0,19,1354697.0
1355144.0,0,19,1355145.0
1355145.0,0,19,1355646.0
1355646.0,0,19,1357181.0
1357181.0,0,19,1359931.0
1359931.0,0,19,1360250.0
1360250.0,0,19,1360251.0
1363009.0,0,19,1363771.0
1363771.0,0,19,1363828.0
1364829.0,0,19,1365457.0
1366742.0,0,19,1367318.0
1371623.0,0,19,1371624.0
1371624.0,0,19,1371955.0
1371955.0,0,19,1374591.0
1397784.0,0,19,1398142.0
1398142.0,0,19,1398143.0
1398390.0,0,19,1398391.0
1398554.0,0,19,1398555.0
1398555.0,0,19,1399577.0
1399577.0,0,19,1401837.0
1401837.0,0,19,1403277.0
1403277.0,0,19,1403278.0
1404168.0,0,19,1404169.0
1409307.0,0,19,1409308.0
1409878.0,0,19,1409879.0
1409879.0,0,19,1410147.0
1410147.0,0,19,1410148.0
1411691.0,0,19,1411959.0
1411959.0,0,19,1412317.0
1413232.0,0,19,1413233.0
1413233.0,0,19,1413234.0
1413352.0,0,19,1413719.0
1413719.0,0,19,1413840.0
1413840.0,0,19,1414062.0
1414829.0,0,19,1415020.0
1415029.0,0,19,1415030.0
1415030.0,0,19,1415031.0
1415283.0,0,19,1415411.0
1415411.0,0,19,1415916.0
1416006.0,0,19,1416137.0
1416137.0,0,19,1416855.0
1416865.0,0,19,1417167.0
1417167.0,0,19,1417379.0
1417379.0,0,19,1417711.0
1417946.0,0,19,1418080.0
1418080.0,0,19,1418208.0
1418208.0,0,19,1418359.0
1418359.0,0,19,1418536.0
1418774.0,0,19,1418915.0
1418915.0,0,19,1419142.0
1419142.0,0,19,1419280.0
1419280.0,0,19,1419467.0
1419766.0,0,19,1419767.0
1419767.0,0,19,1419768.0
1419953.0,0,19,1420202.0
1420202.0,0,19,1420329.0
1423101.0,0,19,1423102.0
1423102.0,0,19,1423103.0
1423361.0,0,19,1423609.0
1423609.0,0,19,1423738.0
1423738.0,0,19,1423873.0
1423873.0,0,19,1423953.0
1426022.0,0,19,1426149.0
1426149.0,0,19,1426275.0
1426275.0,0,19,1426396.0
1426396.0,0,19,1426691.0
1426691.0,0,19,1426692.0
1427054.0,0,19,1427195.0
1427195.0,0,19,1427442.0
1427442.0,0,19,1427638.0
1427910.0,0,19,1428122.0
1428122.0,0,19,1428264.0
1428264.0,0,19,1428453.0
1429682.0,0,19,1429813.0
1429813.0,0,19,1429935.0
1429935.0,0,19,1430063.0
1430063.0,0,19,1430064.0
1430184.0,0,19,1430185.0
1430273.0,0,19,1430274.0
1431403.0,0,19,1431533.0
1431533.0,0,19,1431675.0
1431675.0,0,19,1431795.0
1431795.0,0,19,1431939.0
1431939.0,0,19,1432096.0
1433214.0,0,19,1433344.0
1433344.0,0,19,1433796.0
1433796.0,0,19,1433876.0
1434280.0,0,19,1434527.0
1434527.0,0,19,1434681.0
1434681.0,0,19,1434772.0
1435204.0,0,19,1435205.0
1435205.0,0,19,1435970.0
1435970.0,0,19,1436096.0
1436096.0,0,19,1436483.0
1436483.0,0,19,1436484.0
1437756.0,0,19,1438311.0
1449047.0,13,0,1452044.0
1449427.0,6,9,1449430.0
1449611.0,6,9,1450470.0
1450493.0,6,9,1450494.0
1450494.0,6,9,1450935.0
1450757.0,15,22,1450758.0
1450758.0,15,22,1451860.0
1450935.0,6,9,1450936.0
1451296.0,6,9,1451595.0
1451860.0,15,22,1452512.0
1452044.0,13,0,1452170.0
1452512.0,15,22,1452907.0
1452726.0,13,0,1452727.0
1452727.0,13,0,1453526.0
1452907.0,15,22,1453102.0
1453102.0,15,22,1453461.0
1453461.0,15,22,1453641.0
1453641.0,15,22,1454639.0
1453676.0,6,9,1454191.0
1454191.0,6,9,1454312.0
1454639.0,15,22,1455166.0
1454844.0,6,9,1455178.0
1455166.0,15,22,1455384.0
1455384.0,15,22,1455616.0
1455616.0,15,22,1456051.0
1463815.0,13,3,1464636.0
1464319.0,36,17,1464320.0
1464320.0,36,17,1464321.0
1464658.0,13,3,1464659.0
1464663.0,36,17,1464677.0
1464697.0,36,17,1464698.0
1464698.0,36,17,1464699.0
1465320.0,36,17,1465835.0
1465609.0,13,3,1466197.0
1466140.0,36,17,1466141.0
1466141.0,36,17,1466142.0
1466449.0,36,17,1466450.0
1466478.0,13,3,1467373.0
1466598.0,0,5,1467192.0
1466664.0,36,17,1466665.0
1466665.0,36,17,1467365.0
1467365.0,36,17,1468345.0
1467373.0,13,3,1468367.0
1467845.0,0,5,1467846.0
1467846.0,0,5,1468338.0
1468338.0,0,5,1469135.0
1468345.0,36,17,1468346.0
1468367.0,13,3,1469005.0
1468755.0,36,17,1468965.0
1468988.0,36,17,1468989.0
1468989.0,36,17,1468990.0
1469005.0,13,3,1469121.0
1469132.0,36,17,1469358.0
1469135.0,0,5,1469136.0
1469271.0,13,3,1469272.0
1469272.0,13,3,1470067.0
1469415.0,36,17,1469416.0
1469416.0,36,17,1469417.0
1470067.0,13,3,1470973.0
1470184.0,0,5,1470828.0
1470545.0,36,17,1470611.0
1470973.0,13,3,1471976.0
1471976.0,13,3,1472738.0
1472738.0,13,3,1473613.0
1473466.0,6,7,1473652.0
1473514.0,17,25,1474066.0
1473613.0,13,3,1474003.0
1473652.0,6,7,1473896.0
1473896.0,6,7,1474013.0
1474003.0,13,3,1474135.0
1474135.0,13,3,1474572.0
1474184.0,17,25,1474185.0
1474572.0,13,3,1474573.0
1474724.0,13,3,1474725.0
1474880.0,13,3,1474881.0
1474881.0,13,3,1474882.0
1491006.0,0,19,1491007.0
1491007.0,0,19,1492677.0
1492677.0,0,19,1492678.0
1495696.0,0,19,1496017.0
1496017.0,0,19,1496064.0
1497055.0,0,19,1497056.0
1497056.0,0,19,1497907.0
1497907.0,0,19,1497908.0
1500655.0,0,19,1501448.0
1501574.0,0,19,1501575.0
1501575.0,0,19,1502495.0
1502495.0,0,19,1504295.0
1504295.0,0,19,1505061.0
1505061.0,0,19,1505941.0
1511499.0,0,19,1513255.0
1522297.0,0,19,1522298.0
1528558.0,6,23,1529130.0
1529130.0,6,23,1529281.0
1531557.0,6,18,1531558.0
1531558.0,6,18,1531559.0
1531843.0,6,23,1531844.0
1531844.0,6,23,1532077.0
1531847.0,6,18,1531848.0
1531893.0,18,23,1531894.0
1531894.0,18,23,1532797.0
1532077.0,6,23,1532904.0
1532115.0,6,18,1532116.0
1532230.0,6,18,1532231.0
1532255.0,6,18,1532371.0
1532514.0,6,18,1532515.0
1532515.0,6,18,1533430.0
1532755.0,0,19,1533020.0
1532758.0,13,0,1533059.0
1532797.0,18,23,1532798.0
1532904.0,6,23,1533524.0
1533020.0,0,19,1533809.0
1533059.0,13,0,1533863.0
1533132.0,13,19,1533133.0
1533430.0,6,18,1533431.0
1533524.0,6,23,1533525.0
1533863.0,13,0,1533864.0
1534050.0,13,19,1534210.0
1534053.0,0,19,1534216.0
1535960.0,13,19,1535961.0
1535961.0,13,19,1536641.0
1536641.0,13,19,1536642.0
1536883.0,0,19,1537415.0
1537013.0,13,0,1537299.0
1537481.0,13,19,1537541.0
1537759.0,13,0,1537760.0
1537760.0,13,0,1537761.0
1538466.0,13,0,1539112.0
1538525.0,13,19,1539338.0
1538532.0,0,19,1538779.0
1538779.0,0,19,1538908.0
1538908.0,0,19,1539164.0
1539173.0,13,0,1539174.0
1539401.0,13,19,1539402.0
1539402.0,13,19,1539403.0
1539524.0,0,19,1539525.0
1539525.0,0,19,1540403.0
1540180.0,13,3,1540248.0
1540183.0,13,0,1540184.0
1540184.0,13,0,1540185.0
1540185.0,13,19,1540186.0
1540345.0,3,0,1541090.0
1540349.0,3,19,1540823.0
1540361.0,13,0,1540362.0
1540403.0,0,19,1541557.0
1540719.0,13,0,1540720.0
1540800.0,13,19,1540801.0
1540801.0,13,19,1541083.0
1541080.0,13,0,1541081.0
1541081.0,13,0,1541236.0
1541083.0,13,19,1541233.0
1541090.0,3,0,1541091.0
1541229.0,13,3,1541837.0
1541233.0,13,19,1541555.0
1541236.0,13,0,1541674.0
1541555.0,13,19,1542151.0
1541557.0,0,19,1543151.0
1541674.0,13,0,1542025.0
1541825.0,3,0,1541960.0
1542025.0,13,0,1542144.0
1542058.0,13,3,1542059.0
1542144.0,13,0,1542374.0
1542151.0,13,19,1542152.0
1542517.0,3,0,1542518.0
1542518.0,3,0,1542927.0
1542927.0,3,0,1543850.0
1543151.0,0,19,1544698.0
1543850.0,3,0,1544673.0
1543934.0,6,17,1543935.0
1543935.0,6,17,1543936.0
1544464.0,6,17,1544615.0
1544615.0,6,17,1544804.0
1544673.0,3,0,1547023.0
1544698.0,0,19,1547147.0
1545444.0,7,23,1545445.0
1545445.0,7,23,1546050.0
1546050.0,7,23,1546592.0
1546592.0,7,23,1546815.0
1546815.0,7,23,1547292.0
1547023.0,3,0,1547024.0
1547147.0,0,19,1547148.0
1547292.0,7,23,1547293.0
1547666.0,0,19,1548174.0
1547808.0,3,0,1548284.0
1547890.0,7,23,1548502.0
1548436.0,0,19,1549177.0
1548579.0,3,0,1550127.0
1549177.0,0,19,1549618.0
1549648.0,6,17,1549729.0
1550096.0,3,19,1550097.0
1550159.0,0,19,1550809.0
1550927.0,3,0,1550928.0
1550928.0,3,0,1550929.0
1551665.0,0,19,1552014.0
1551764.0,3,0,1551874.0
1552014.0,0,19,1552464.0
1552224.0,6,5,1552225.0
1552464.0,0,19,1552652.0
1552626.0,6,5,1552984.0
1552984.0,6,5,1553214.0
1553214.0,6,5,1553787.0
1553375.0,0,19,1553376.0
1553397.0,3,19,1553398.0
1553677.0,3,0,1553678.0
1553678.0,3,0,1553679.0
1554031.0,6,5,1554032.0
1554032.0,6,5,1554033.0
1554250.0,0,19,1554251.0
1554251.0,0,19,1554252.0
1554277.0,6,5,1554566.0
1554442.0,3,0,1554985.0
1554495.0,3,19,1554496.0
1554496.0,3,19,1554717.0
1554566.0,6,5,1554567.0
1554689.0,6,5,1554690.0
1554731.0,6,5,1554732.0
1554952.0,6,5,1554953.0
1554953.0,6,5,1554954.0
1554967.0,0,19,1555080.0
1554985.0,3,0,1555602.0
1555096.0,3,19,1555193.0
1555758.0,6,5,1555759.0
1555980.0,0,19,1555981.0
1556240.0,3,0,1556241.0
1556241.0,3,0,1556242.0
1556384.0,6,5,1556385.0
1556900.0,3,19,1556901.0
1556901.0,3,19,1556902.0
1557079.0,0,19,1557080.0
1557080.0,0,19,1557081.0
1557224.0,3,0,1557450.0
1557302.0,3,19,1559928.0
1557440.0,0,19,1558019.0
1557858.0,3,0,1557859.0
1557859.0,3,0,1559021.0
1558214.0,0,19,1558215.0
1558215.0,0,19,1559308.0
1559021.0,3,0,1559022.0
1559431.0,3,0,1559692.0
1559692.0,3,0,1559932.0
1559928.0,3,19,1560047.0
1559932.0,3,0,1560050.0
1584219.0,14,23,1584220.0
1615619.0,28,6,1615621.0
1621775.0,6,18,1623205.0
1621988.0,14,18,1621989.0
1621989.0,14,18,1622213.0
1621994.0,6,14,1621995.0
1622213.0,14,18,1622245.0
1622245.0,14,18,1622246.0
1622281.0,6,14,1622282.0
1622298.0,4,14,1622299.0
1622315.0,14,28,1622316.0
1622316.0,14,28,1622317.0
1622405.0,6,14,1622406.0
1622457.0,6,4,1623432.0
1622637.0,28,6,1622638.0
1623033.0,14,18,1623201.0
1623033.0,6,14,1623686.0
1623201.0,14,18,1623486.0
1623223.0,6,18,1623390.0
1623390.0,6,18,1623785.0
1623609.0,14,18,1623610.0
1623785.0,6,18,1623800.0
1624026.0,14,18,1624408.0
1624218.0,6,18,1624467.0
1624408.0,14,18,1624600.0
1624467.0,6,18,1624468.0
1624599.0,6,18,1624600.0
1624715.0,6,18,1624716.0
